chapter_number,set_letter,chapter_title,question_number,question_malay,question_english,option_a_malay,option_a_english,option_b_malay,option_b_english,option_c_malay,option_c_english,option_d_malay,option_d_english,correct_answer,explanation
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,6,Manakah antara padanan ciri salur darah berikut adalah benar dan tepat?,"Which of the following blood vessel characteristics comparison is accurate?
| Ciri | Arteri (Artery) | Vena (Vein) |
| :--- | :--- | :--- |
| A | Dinding nipis dan kurang berotot | Dinding tebal, berotot dan sangat elastik |
| B | Lumen kecil, tiada injap | Lumen besar, mempunyai injap |
| C | Membawa darah pada tekanan tinggi | Membawa darah pada tekanan rendah, mempunyai injap |
| D | Aliran darah dengan denyutan nadi perlahan | Aliran darah dengan denyutan nadi laju |",Padanan A,Equivalent A,Padanan B,Equivalent B,Padanan C,Equivalent C,Padanan D,Equivalent D,C,"Arteri mempunyai dinding yang tebal, berotot, dan kenyal untuk menahan tekanan darah yang sangat tinggi semasa dipam dari jantung, serta menunjukkan denyutan nadi. Sebaliknya, vena membawa darah pada tekanan rendah kembali ke jantung, mempunyai lumen yang besar, dinding yang nipis, dan dilengkapi dengan injap di sepanjang laluannya untuk menghalang aliran balik darah."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,7,Kapilari darah mempunyai struktur dinding yang sangat berbeza berbanding arteri dan vena. Apakah adaptasi struktur kapilari darah bagi memaksimumkan kadar pertukaran gas respirasi?,Capillaries have a very different wall structure compared to adjectives. What is their structural adaptation to maximize the rate of respiratory gas exchange?,Mempunyai lumen yang sangat besar bagi memperlambat aliran darah.,Having very large lumens to slow down blood flow.,"Dinding kapilari adalah sangat nipis, iaitu hanya setebal satu lapisan sel sahaja dan tidak berotot atau kenyal.","Capillary walls are very thin, i.e., only as thick as a single layer of cells and are neither muscular nor elastic.",Membawa darah bertekanan sangat tinggi terus dari aorta.,Carrying blood under very high pressure continuously from the aorta.,Dilengkapi dengan banyak injap sabit bagi mempercepat aliran darah kembali ke jantung.,Equipped with many semilunar valves to speed up the blood flow back to the heart.,B,"Dinding kapilari darah adalah sangat nipis, dibina daripada satu lapisan sel sahaja tanpa tisu otot atau elastik. Struktur ini membenarkan gas respirasi (O2, CO2), nutrien, dan bahan kumuh meresap dengan sangat cepat dan cekap merentasi dinding kapilari ke sel badan."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,8,Rajah keratan rentas jantung menunjukkan ventrikel kiri mempunyai dinding berotot yang jauh lebih tebal berbanding ventrikel kanan. Apakah penjelasan fisiologi bagi perbezaan struktur ini?,A cross-section of the human heart shows that the left ventricle has a much thicker muscular wall than the right ventricle. What is the physiological explanation?,Ventrikel kiri perlu mengepam darah terdeoksigen ke peparu pada tekanan yang tinggi.,The left ventricle needs to pump deoxygenated blood to the lungs at high pressure.,Ventrikel kiri mengandungi darah beroksigen yang mempunyai ketumpatan lebih tinggi daripada darah terdeoksigen.,The left ventricle contains oxygenated blood which has a higher density than deoxygenated blood.,Ventrikel kiri perlu menghasilkan daya mengecut yang kuat untuk mengepam darah beroksigen keluar ke seluruh bahagian badan melalui aorta (peredaran sistemik).,The left ventricle needs to produce a strong ejection force to pump oxygenated blood throughout the body via the aorta (systemic circulation).,Ventrikel kiri bertindak sebagai pusat simpanan darah utama jantung semasa fasa diastolik.,The left ventricle acts as the main blood storage center of the heart during the diastolic phase.,C,"fisiologi bagi perbezaan struktur ini?
*A cross-section of the human heart shows that the left ventricle has a much thicker muscular wall than the right ventricle. What is the physiological explanation?*

A. Ventrikel kiri perlu mengepam darah terdeoksigen ke peparu pada tekanan yang tinggi.
B. Ventrikel kiri mengandungi darah beroksigen yang mempunyai ketumpatan lebih tinggi daripada darah terdeoksigen.
C. Ventrikel kiri perlu menghasilkan daya mengecut yang kuat untuk mengepam darah beroksigen keluar ke seluruh bahagian badan melalui aorta (peredaran sistemik).
D. Ventrikel kiri bertindak sebagai pusat simpanan darah utama jantung semasa fasa diastolik.

* Jawapan Betul: C
* Penjelasan: Ventrikel kiri mempunyai dinding berotot yang paling tebal kerana ia bertanggungjawab mengepam darah beroksigen ke seluruh badan (kecuali peparu) merentasi laluan peredaran sistemik yang jauh dan berintangan tinggi. Sebaliknya, ventrikel kanan hanya mengepam darah pada jarak dekat ke peparu via peredaran pulmonari."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,9,Apakah fungsi mekanikal spesifik bagi injap trikuspid dan injap bikuspid di dalam jantung manusia?,What is the specific mechanical function of the tricuspid and bicuspid valves in the human heart?,Menolak darah masuk ke dalam aorta secara paksaan.,Forcing blood to enter the aorta.,"Membenarkan darah mengalir satu hala sahaja dari atrium ke ventrikel, dan menghalang darah daripada mengalir balik ke atrium semasa ventrikel mengecut.","Allowing blood to flow in only one direction from the atrium to the ventricle, and preventing blood from flowing back to the atrium during ventricular systole.",Menutup laluan arteri pulmonari semasa fasa pengisian jantung (diastolik).,Closing the pulmonary artery during the cardiac filling phase (diastole).,Mengawal kelajuan denyutan jantung berdasarkan rangsangan saraf kranium.,Controlling the heart rate based on cranial nerve stimulation.,B,"Injap trikuspid (sebelah kanan) dan injap bikuspid (sebelah kiri) membenarkan aliran darah satu hala dari atrium ke ventrikel, serta menutup rapat apabila ventrikel mengecut untuk menghalang darah daripada melonjak balik ke dalam atrium."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,10,Di manakah terletaknya injap sabit (semilunar) di dalam sistem peredaran darah manusia dan apakah fungsinya?,Where are the semilunar valves located in the human circulatory system and what is their function?,Terletak di antara vena kava superior dan atrium kanan; mengawal pengaliran darah dari kepala.,Located between the superior vena cava and the right atrium; controls blood flow from the head.,Terletak di pangkal aorta dan pangkal arteri pulmonari; memastikan darah tidak mengalir balik ke dalam ventrikel apabila ventrikel mengendur.,Located at the base of the aorta and the pulmonary artery; ensures that blood does not flow back into the ventricles when they relax.,Terletak di dalam kapilari darah; mengawal resapan oksihemoglobin.,Located within the blood capillaries; controls the diffusion of oxygenated hemoglobin.,Terletak di dalam vena pulmonari; mengawal darah beroksigen dari peparu.,Located within the pulmonary vein; controls oxygenated blood from the lungs.,B,"Injap sabit terletak di pangkal aorta dan pangkal arteri pulmonari. Fungsi injap ini adalah memastikan darah yang telah dipam keluar dari ventrikel terus mengalir ke seluruh badan atau peparu, dan menghalang darah tersebut daripada mengalir patah balik ke dalam ventrikel apabila ventrikel mengalami relaksasi."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,11,Laluan peredaran darah manusia terbahagi kepada dua kitaran utama. Manakah antara berikut menerangkan laluan Peredaran Pulmonari secara urutan yang betul?,The human circulatory pathway is divided into two main loops. Which of the following describes the Pulmonary Circulation pathway in the correct sequence?,Atrium Kiri -> Ventrikel Kiri -> Aorta -> Sel Badan -> Vena Kava -> Atrium Kanan,Left Atrium -> Left Ventricle -> Aorta -> Body Cell -> Superior Vena Cava -> Right Atrium,Ventrikel Kanan -> Arteri Pulmonari -> Peparu -> Vena Pulmonari -> Atrium Kiri,Right Ventricle -> Pulmonary Artery -> Lungs -> Pulmonary Vein -> Left Atrium,Atrium Kanan -> Ventrikel Kanan -> Aorta -> Peparu -> Vena Pulmonari -> Atrium Kiri,Right Atrium -> Right Ventricle -> Aorta -> Lungs -> Pulmonary Vein -> Left Atrium,Ventrikel Kiri -> Vena Pulmonari -> Peparu -> Arteri Pulmonari -> Atrium Kanan,Left Ventricle -> Pulmonary Vein -> Lungs -> Pulmonary Artery -> Right Atrium,B,Peredaran pulmonari bermula apabila ventrikel kanan mengecut mengepam darah terdeoksigen melalui arteri pulmonari ke peparu (untuk pertukaran gas). Darah yang kini kaya dengan oksigen kembali dari peparu ke atrium kiri jantung melalui vena pulmonari.
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,12,"Semasa mengukur tekanan darah menggunakan sfigmomanometer, bacaan klinikal yang biasa ditulis ialah 120/75 mmHg. Apakah maksud fisiologi bacaan tekanan sistolik (120 mmHg) dan tekanan diastolik (75 mmHg)?","During blood pressure measurement using a sphygmomanometer, a typical reading is 120/75 mmHg. What is the physiological meaning of systolic and diastolic readings?","Sistolik ialah tekanan semasa atrium mengecut, manakala diastolik ialah tekanan semasa ventrikel mengecut.","Systolic is the pressure during atrial contraction, while diastolic is the pressure during ventricular contraction.","Sistolik ialah tekanan darah maksimum di dalam arteri semasa ventrikel jantung mengecut, manakala diastolik ialah tekanan minimum semasa ventrikel mengendur untuk mengisi darah.","Systolic is the maximum blood pressure in the arteries during ventricular contraction of the heart, while diastolic is the minimum pressure during ventricular relaxation to fill with blood.","Sistolik ialah tekanan darah di dalam vena kava, manakala diastolik ialah tekanan darah di dalam aorta.","Systolic is the blood pressure in the superior vena cava, while diastolic is the blood pressure in the aorta.","Sistolik mengukur kadar denyutan nadi seminit, manakala diastolik mengukur isi padu strok jantung.","Systolic measures the heart rate per minute, while diastolic measures the stroke volume of the heart.",B,Tekanan sistolik mengukur tekanan darah yang mengalir merintangi arteri apabila otot ventrikel mengecut memampatkan darah keluar dari jantung. Tekanan diastolik pula mengukur tekanan minimum di dalam arteri apabila ventrikel mengendur (relaks) untuk menerima pengisian darah dari atrium.
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,13,Kadar denyutan nadi seseorang dipengaruhi oleh pelbagai faktor dalam kehidupan harian. Manakah antara perbandingan berikut adalah tepat berdasarkan konsep fisiologi yang dipelajari?,Pulse rate is influenced by various factors. Which of the following comparisons is physiologically accurate?,Kanak-kanak mempunyai kadar denyutan nadi yang lebih rendah daripada warga emas kerana saiz jantung mereka lebih besar.,Children have a lower heart rate than the elderly because their hearts are larger in size.,"Perempuan dewasa mempunyai kadar denyutan nadi yang lebih tinggi daripada lelaki dewasa kerana saiz jantung perempuan adalah lebih kecil, memerlukan denyutan lebih kerap untuk mengepam isi padu darah yang sama.","Adult women have a higher heart rate than adult men because women's hearts are smaller in size, requiring more frequent heartbeats to pump the same volume of blood.","Semasa melakukan aktiviti fizikal cergas, kadar denyutan nadi berkurang kerana sel otot tidak memerlukan oksigen tambahan.","During vigorous physical activity, the heart rate decreases because the muscle cells do not require additional oxygen.",Individu yang tidak sihat mempunyai kadar denyutan nadi yang lebih rendah secara konsisten berbanding atlet terlatih semasa berehat.,Unhealthy individuals have a consistently lower resting heart rate compared to trained athletes.,B,"Kadar denyutan nadi dipengaruhi oleh jantina, umur, tahap kesihatan, dan jenis aktiviti fizikal. Wanita dewasa mempunyai kadar nadi purata yang lebih tinggi (78-82 bpm) berbanding lelaki dewasa (70-72 bpm) disebabkan saiz jantung wanita yang secara relatifnya lebih kecil, memerlukan denyutan lebih cepat untuk mengalirkan kuantiti darah yang mencukupi."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,14,"Apabila satu sampel darah manusia diasingkan menggunakan kaedah emparan (centrifugation) berkelajuan tinggi di dalam makmal hematologi, apakah taburan komponen darah yang akan terbentuk?","When a human blood sample is separated using high-speed centrifugation in a hematology lab, what is the resulting distribution of blood components?","100% sel darah merah mendap di bawah, manakala semua plasma meruap keluar.","100% of red blood cells remain inside, while all plasma has drained out.","Plasma darah (cecair kuning) terapung di bahagian atas merangkumi kira-kira 55%, manakala sel darah (sel darah merah, sel darah putih, platlet) mendap di bawah membentuk 45%.","Plasma blood (yellow liquid) floats on the top and makes up about 55%, while blood cells (red blood cells, white blood cells, platelets) remain inside forming 45%.",Platlet membentuk 90% komponen di bahagian atas kerana saiznya yang paling kecil.,Platelets form 90% of the components on top due to their smallest size.,Cecair plasma merah pekat di bahagian atas dan cecair lut sinar di bahagian bawah.,Dark red liquid plasma is on the top and pale yellow liquid lymph is on the bottom.,B,"Melalui kaedah emparan (centrifugation), komponen darah manusia terasing berdasarkan ketumpatan kepada dua bahagian utama: cecair kuning straw di bahagian atas iaitu plasma darah (55%) dan mendapan sel darah di bahagian bawah yang terdiri daripada sel darah merah, sel darah putih, dan platlet (45%)."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,15,Manakah antara ciri struktur sel darah merah berikut membolehkannya mengangkut oksigen dengan sangat cekap ke seluruh sel badan?,Which structural characteristics of red blood cells enable them to transport oxygen highly efficiently to body cells?,Mempunyai bentuk sfera berbulu dan nukleus yang sangat besar untuk membahagi secara mitosis di dalam kapilari.,Having a furry spherical shape and a very large nucleus for mitosis within capillaries.,"Berbentuk cakera dwicekung tanpa nukleus pada peringkat matang, menyediakan luas permukaan yang besar untuk resapan oksigen serta mengandungi pigmen hemoglobin.","Forming a double-curved disc without a nucleus at maturity, providing a large surface area for oxygen absorption and containing hemoglobin pigment.",Mempunyai ekor flagelum panjang untuk berenang melawan arus tekanan arteri.,Possessing a long flagellum for swimming against arterial pressure.,Boleh berubah bentuk secara amoeboid untuk menembusi dinding kapilari darah keluar ke ruang tisu.,Can change its shape to an amoeboid form to penetrate the blood vessel wall and enter the tissue space.,B,"Sel darah merah (eritrosit) tidak mempunyai nukleus apabila matang untuk menyediakan lebih banyak ruang bagi pigmen hemoglobin mengikat oksigen. Bentuk cakera dwicekungnya meningkatkan nisbah luas permukaan terhadap isi padu, memaksimumkan kadar resapan oksigen."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,16,Padankan fungsi sel darah putih (leukosit) dan platlet (platelet) di dalam mengekalkan kemandirian badan secara tepat.,Match the accurate functions of white blood cells (leukocytes) and platelets (platelets) in maintaining homeostasis.,Pilihan A,Option A,Pilihan B,Option B,Pilihan C,Option C,Pilihan D,Option D,B,Sel darah putih (leukosit) berfungsi melindungi badan daripada jangkitan penyakit dengan memusnahkan bakteria/virus secara fagositosis atau merembeskan antibodi spesifik. Platlet pula merupakan serpihan sel yang bertanggungjawab mencetuskan pembekuan darah pada salur darah yang tercedera bagi menghentikan pendarahan dan menghalang kemasukan kuman.
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,17,"Seseorang individu dikategorikan mempunyai kumpulan darah AB. Apakah jenis antigen yang terdapat pada permukaan sel darah merahnya, dan jenis antibodi yang terkandung di dalam plasma darahnya?","An individual has blood group AB. What antigens are present on their red blood cells, and what antibodies are in their blood plasma?",Mempunyai Antigen A; mempunyai Antibodi Anti-B di dalam plasma.,Has Antigen A; has Anti-B antibodies in the plasma.,Mempunyai Antigen B; mempunyai Antibodi Anti-A di dalam plasma.,Has Antigen B; has Anti-A antibodies in the plasma.,Mempunyai kedua-dua Antigen A dan Antigen B; tidak mempunyai sebarang Antibodi Anti-A atau Anti-B di dalam plasma.,Has both Antigen A and Antigen B; has neither Anti-A nor Anti-B antibodies in the plasma.,Tidak mempunyai sebarang antigen; mempunyai kedua-dua Antibodi Anti-A dan Anti-B di dalam plasma.,Does not have any antigen; has both Anti-A and Anti-B antibodies in the plasma.,C,"Kumpulan darah AB dicirikan oleh kehadiran kedua-dua Antigen A dan Antigen B pada permukaan sel darah merah mereka. Oleh sebab itu, plasma darah mereka tidak mengandungi sebarang antibodi Anti-A atau Anti-B (jika ada, ia akan menyerang sel darah merah sendiri)."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,18,Apakah yang akan berlaku jika seorang pesakit yang mempunyai kumpulan darah A menerima pemindahan darah secara tidak serasi daripada penderma kumpulan darah B?,What will happen if a patient with blood group A receives incompatible blood transfusion from a donor with blood group B?,Sel darah merah penderma akan membahagi secara cepat menghasilkan antigen baru.,The donated red blood cells will rapidly divide to produce new antigens.,"Antibodi Anti-B di dalam plasma penerima akan menyerang Antigen B pada sel darah merah penderma, menyebabkan penggumpalan darah (agglutination) yang boleh membawa maut.","Antibodies Anti-B in the recipient's plasma will attack the Antigen B on the donated red blood cells, causing blood clotting (agglutination) which can be fatal.",Darah penderma akan cair secara automatik disebabkan suhu badan penerima yang tinggi.,The donated blood will automatically dilute due to the recipient's high body temperature.,Sel-sel darah putih penerima akan menukarkan kumpulan darah B penderma menjadi kumpulan darah O.,The recipient's white blood cells will change the donated B blood group to O blood group.,B,"Individu kumpulan darah A mempunyai antibodi Anti-B dalam plasma mereka. Sekiranya mereka menerima darah dari penderma kumpulan B (yang sel darah merahnya membawa Antigen B), antibodi Anti-B penerima akan bertindak balas secara kimia menyerang Antigen B penderma. Ini mengakibatkan penggumpalan darah (agglutination) yang boleh menyumbat kapilari darah dan membawa maut."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,19,Mengapakah individu dengan kumpulan darah O diiktiraf sebagai penderma universal?,Why are individuals with blood group O recognized as universal donors?,"Kerana sel darah merah mereka tidak mengandungi Antigen A atau Antigen B pada permukaannya, menyebabkan ia tidak akan diserang oleh antibodi di dalam plasma penerima mana-mana kumpulan darah lain.","Because their red blood cells do not contain Antigen A or Antigen B on their surface, this causes them not to be attacked by antibodies in the recipient's plasma from any other blood group.",Kerana plasma darah mereka tidak mempunyai sebarang antibodi Anti-A atau Anti-B.,Because their blood plasma does not contain any Anti-A or Anti-B antibodies.,Kerana darah mereka mengandungi kepekatan hemoglobin yang paling tinggi berbanding kumpulan lain.,Because their blood contains the highest concentration of hemoglobin compared to other groups.,Kerana mereka boleh menerima semua jenis kumpulan darah lain tanpa had.,Because they can receive all other blood types without restriction.,A,"Kumpulan darah O tidak mempunyai Antigen A mahupun Antigen B pada permukaan eritrositnya. Kesannya, apabila sel darah merah kumpulan O dimasukkan ke dalam tubuh penerima lain (A, B, mahupun AB), antibodi penerima tidak mempunyai sasaran antigen untuk diserang, menghalang berlakunya penggumpalan darah."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,20,Transpirasi ialah suatu proses fizikal yang sangat penting kepada tumbuhan. Manakah antara berikut menerangkan takrifan transpirasi secara tepat?,Transpiration is an essential physical process in plants. Which of the following accurately defines transpiration?,Proses pengangkutan glukosa dari daun ke seluruh bahagian tumbuhan melalui berkas vaskular floem.,The process of glucose transport from the leaves to the rest of the plant through the vascular phloem tissues.,Proses kehilangan air daripada tumbuhan dalam bentuk wap air ke atmosfera melalui resapan secara penyejatan dari liang stoma daun.,The process of water loss from the plant in the form of water vapor through transpiration from the stomata of the leaf.,Proses penyerapan air dan garam mineral terlarut secara osmosis aktif melalui rambut akar.,The process of water and dissolved mineral salts absorption through active osmosis via the root hairs.,Proses pembubaran gas karbon dioksida di permukaan sel mesofil berspan yang lembap.,The process of carbon dioxide dissolution on the surface of wet mesophyll cells.,B,Transpirasi ditakrifkan sebagai satu proses di mana tumbuhan kehilangan air dalam bentuk wap air (water vapour) melalui penyejatan dari liang-liang stoma yang terdapat pada permukaan daun ke atmosfera luar.
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,21,Tumbuhan juga boleh kehilangan air melalui proses Gutasi (Pelembaban). Apakah perbezaan utama antara transpirasi dengan gutasi dari segi struktur fizikal tumbuhan yang terlibat?,Plants can also lose water via Guttation. What is the primary difference between transpiration and guttation in terms of the physical plant structures involved?,"Transpirasi melepaskan wap air melalui stoma, manakala gutasi melepaskan air dalam bentuk cecair (titisan air) melalui struktur khas yang dikenali sebagai hidatod di pinggir daun.","Transpiration releases water vapour through stomata, while gutation releases water in the form of droplets through a special structure known as hydathodes on the leaf margins.","Transpirasi berlaku melalui akar udara, manakala gutasi berlaku melalui lentisel batang.","Transpiration occurs through aerial roots, while gutation occurs through lenticels in the stem.","Transpirasi berlaku hanya pada waktu malam, manakala gutasi berlaku pada waktu siang yang terik.","Transpiration only occurs at night, while gutation occurs during the hot daytime.","Gutasi menggunakan sel mesofil berspan untuk menukarkan air menjadi glukosa, manakala transpirasi membebaskannya.","Gutation uses mesophyll cells to convert water into glucose, while transpiration releases it.",A,"Perbezaan nyata antara transpirasi dan gutasi (pelembaban) adalah: Transpirasi membebaskan air dalam bentuk wap air melalui stoma daun. Sebaliknya, gutasi membebaskan air dalam bentuk cecair (titisan air) melalui struktur liang khas di pinggir daun yang disebut hidatod (hydathodes), terutamanya pada waktu malam atau awal pagi dengan kelembapan udara yang tinggi."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,22,"Kadar transpirasi dipengaruhi oleh empat faktor persekitaran. Antara kombinasi keadaan persekitaran berikut, yang manakah akan menghasilkan kadar transpirasi yang paling tinggi?",The rate of transpiration is influenced by four environmental factors. Which of the following combinations will produce the highest rate of transpiration?,"Keamatan cahaya rendah, kelembapan tinggi, suhu rendah, udara tenang.","Low light intensity, high humidity, low temperature, calm air.","Keamatan cahaya tinggi, kelembapan rendah, suhu tinggi, angin laju.","High light intensity, low humidity, high temperature, strong wind.","Keamatan cahaya tinggi, kelembapan tinggi, suhu rendah, udara tenang.","High light intensity, high humidity, low temperature, calm air.","Keamatan cahaya rendah, kelembapan rendah, suhu tinggi, udara tenang.","Low light intensity, low humidity, high temperature, calm air.",B,"Kadar transpirasi meningkat apabila: (1) Keamatan cahaya tinggi (stoma terbuka luas), (2) Kelembapan relatif udara adalah rendah (atmosfera kering meningkatkan kecerunan resapan wap air), (3) Suhu tinggi (meningkatkan tenaga kinetik molekul air untuk menyejat), and (4) Pergerakan udara laju/angin (menyapu keluar wap air di sekeliling stoma)."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,23,"Di dalam sistem pengangkutan tumbuhan, apakah fungsi khusus tisu Xilem?","In the plant transport system, what is the specific function of the Xylem tissue?",Mengangkut sukrosa (hasil fotosintesis) dari daun ke seluruh bahagian tumbuhan seperti batang dan akar.,Transporting sucrose (from photosynthesis) from the leaves to other parts of the plant such as the stem and roots.,Mengangkut air dan garam mineral terlarut yang diserap oleh akar naik ke daun melalui batang bagi menjalankan fotosintesis serta memberi sokongan mekanikal.,Transporting water and dissolved mineral salts absorbed by the roots upwards to the leaves through the stem for photosynthesis and mechanical support.,Mengawal proses pembukaan dan penutupan liang stoma melalui osmosis.,Controlling the opening and closing of stomata through osmosis.,Menghasilkan sel-sel epidermis baru untuk mengurangkan kehilangan air melalui kutikel.,Producing new epidermal cells to reduce water loss through the cuticle.,B,Xilem ialah saluran berongga berkayu (mengandungi lignin) yang berfungsi mengangkut air dan garam mineral terlarut secara sehala dari akar naik ke atas (batang dan daun) serta memberikan sokongan struktur mekanikal kepada tumbuhan.
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,24,"Apakah peranan utama tisu Floem di dalam berkas vaskular daun, batang, dan akar tumbuhan?","What is the primary role of the Phloem tissue in the vascular bundles of plant leaves, stems, and roots?",Menyerap oksigen dari luar untuk kegunaan respirasi sel akar pada waktu siang.,Absorbing oxygen from the external environment for root cell respiration during the day.,"Mengangkut sukrosa (makanan yang dihasilkan semasa fotosintesis di daun) ke bahagian lain tumbuhan seperti batang, akar, buah, dan pucuk yang sedang tumbuh (translokasi).","Translocating sucrose (food produced during photosynthesis in the leaves) to other parts of the plant such as the stem, roots, fruits, and growing shoots.",Mengalirkan air bertolak dari kawasan berkepekatan tinggi secara kapilari songsang.,Transpiring water from areas of high concentration via capillary reverse flow.,Melindungi sel mesofil berspan daripada terdedah kepada keamatan cahaya matahari melampau.,Protecting mesophyll cells from excessive sunlight exposure by forming a protective layer.,B,"Floem ialah sepasang salur hidup yang bertanggungjawab mengalirkan bahan organik terlarut seperti sukrosa (hasil fotosintesis) dari organ pengeluar (daun) ke seluruh bahagian tumbuhan (akar, batang, tisu simpanan) melalui proses yang dikenali sebagai translokasi."
3,A,Bab 3: Pengangkutan (Transportation) - Kuiz Set A,25,"Dalam eksperimen menyahsihkan satu gelang kulit luar batang kayu pokok bunga raya (Aktiviti 3.9), bahagian tisu floem telah dibuang manakala xilem dibiarkan utuh di bahagian dalam. Apakah pemerhatian yang akan direkodkan selepas tempoh sebulan?","In a bark ringing experiment, the phloem ring is removed while the xylem is left intact. What observation will be recorded after one month?",Pokok layu dan mati serta-merta kerana air gagal diangkut naik ke daun dari akar.,The leaves wilt and die immediately due to the failure to transport water from the roots to the leaves.,"Bahagian batang di atas gelang yang dibuang menjadi bengkak kerana pengangkutan sukrosa terhalang di situ, manakala bahagian bawah mengecut.","The upper part of the stem above the node swells due to the obstruction in the transport of sucrose, while the lower part becomes flaccid.",Bahagian batang di bawah gelang menjadi bengkak kerana air bertumpu di situ secara graviti.,The upper part of the stem below the node swells due to water accumulation there due to gravity.,Tiada sebarang perubahan fizikal dikesan pada mana-mana bahagian pokok bunga raya tersebut.,No physical changes are observed in any part of the Rafflesia plant stem.,B,"Memandangkan kulit pokok di mana tisu floem berada telah dibuang, sukrosa yang dihasilkan oleh fotosintesis di daun tidak dapat diangkut turun ke akar melintasi kawasan gelang tersebut. Hal ini menyebabkan pengumpulan sukrosa berlaku di bahagian atas gelang, menyebabkan tisu bahagian atas membengkak. Akar akan kehabisan makanan secara perlahan-lahan."
3,B,Bab 3: Pengangkutan (Transportation) - Kuiz Set B,1,"Antara organisma berikut, yang manakah tidak memerlukan suatu sistem pengangkutan yang khusus untuk mengangkut bahan keperluan sel dan menyingkirkan bahan kumuh?",Which of the following organisms does not require a specialized transport system to transport essential substances and eliminate waste products?,Amoeba sp.,Amoeba sp.,Pleurococcus sp.,Pleurococcus sp.,Mucor sp.,Mucor sp.,Semua di atas,All of the above,D,"Organisma ringkas uniselular seperti *Amoeba sp.* dan tumbuhan ringkas seperti *Pleurococcus sp.* serta kulat ringkas seperti *Mucor sp.* mempunyai nisbah luas permukaan terhadap isi padu (JSTI/TSA:V) yang sangat besar. Disebabkan ini, proses resapan ringkas merentasi membran sel sudah mencukupi untuk memenuhi keperluan metabolik sel tanpa memerlukan sistem pengangkutan vaskular yang kompleks."
3,B,Bab 3: Pengangkutan (Transportation) - Kuiz Set B,2,Mengapakah organisma multiselular kompleks seperti manusia dan pokok bunga raya memerlukan sistem pengangkutan yang khusus?,Why do complex multicellular organisms like humans and hibiscus plants require a specialized transport system?,JSTI mereka adalah terlalu besar menyebabkan kehilangan air yang tinggi.,"Just that they are too large, causing high water loss.",Kebanyakan sel terletak terlalu jauh dari persekitaran luar untuk resapan langsung yang cekap.,Most cells are located too far from the external environment for efficient direct absorption.,Sel-sel mereka tidak mempunyai selaput telap memilih.,Their cells do not have a selective permeable membrane.,Untuk membolehkan respirasi sel berlaku tanpa memerlukan oksigen.,To allow cellular respiration to occur without requiring oxygen.,B,"Organisma multiselular mempunyai saiz badan yang besar, yang menyebabkan nisbah luas permukaan terhadap isi padu (JSTI) mereka menjadi sangat kecil. Akibatnya, jarak resapan dari persekitaran luar ke sel-sel dalaman adalah terlalu jauh. Resapan ringkas tidak cukup pantas untuk membekalkan oksigen/nutrien dan menyingkirkan bahan kumuh bertoksik, maka sistem pengangkutan khusus diperlukan untuk kemandirian sel."
3,B,Bab 3: Pengangkutan (Transportation) - Kuiz Set B,3,"Rajah di bawah menunjukkan sistem peredaran darah bagi seekor haiwan vertebrata:
$$\text{Sinus Venosus} \rightarrow \text{Atrium} \rightarrow \text{Ventrikel} \rightarrow \text{Arteri} \rightarrow \text{Kapilari Insang} \rightarrow \text{Aorta Dorsal} \rightarrow \text{Sistem Tisu} \rightarrow \text{Vena}$$
Haiwan manakah yang dikaitkan dengan litar peredaran di atas?",The diagram above shows the circulatory system of a vertebrate. Which animal is associated with this circulatory circuit?,Katak,Rana temporaria,Ikan Bawal,Pampus argenteus,Cicak,Hemidactylus frenatus,Burung Pipit,Passer montanus,B,Sistem di atas menunjukkan sistem peredaran darah tunggal (*single circulatory system*) di mana darah mengalir menerusi jantung hanya sekali dalam satu peredaran lengkap. Jantung ikan hanya mempunyai 2 ruang (1 atrium dan 1 ventrikel). Darah terdeoksigen dari tisu dipam ke insang untuk pertukaran gas sebelum terus mengalir ke sel-sel badan lain tanpa kembali ke jantung terlebih dahulu.
